Ea (kJ/mol),T1 (°C),T2 (°C),D2/D1,Percent Increase
110.0,21.0,24.0,1.5747683587688224,57.476835876882234
110.0,21.0,25.0,1.828410118960342,82.84101189603419
110.0,21.0,26.0,2.120786469971493,112.0786469971493
110.0,21.0,27.0,2.457485690872484,145.74856908724837
110.0,21.0,28.0,2.844854462491379,184.4854462491379
110.0,21.0,29.0,3.2900941902665517,229.00941902665517
110.0,21.0,30.0,3.8013687041243114,280.13687041243116
110.0,21.0,31.0,4.387924575175549,338.7924575175549
110.0,22.0,25.0,1.5699624380316053,56.99624380316053
110.0,22.0,26.0,1.8210110863060176,82.10110863060176
110.0,22.0,27.0,2.1101175204957565,111.01175204957565
110.0,22.0,28.0,2.4427313114618197,144.27313114618195
110.0,22.0,29.0,2.825035938458691,182.5035938458691
110.0,22.0,30.0,3.2640412655217284,226.40412655217284
110.0,22.0,31.0,3.7676868512730106,276.76868512730107
110.0,22.0,32.0,4.344957262623385,334.4957262623385
110.0,23.0,26.0,1.5652193225190625,56.52193225190625
110.0,23.0,27.0,1.8137158750448945,81.37158750448945
110.0,23.0,28.0,2.099608441252429,109.96084412524291
110.0,23.0,29.0,2.4282119262964446,142.82119262964446
110.0,23.0,30.0,2.8055515404125524,180.55515404125524
110.0,23.0,31.0,3.238451597115921,223.84515971159212
110.0,23.0,32.0,3.734634629146234,273.4634629146234
110.0,23.0,33.0,4.302831927432323,330.28319274323235
110.0,24.0,27.0,1.5605378893907818,56.053788939078174
110.0,24.0,28.0,1.8065224937053785,80.65224937053786
110.0,24.0,29.0,2.089255967041906,108.92559670419062
110.0,24.0,30.0,2.41392245593268,141.392245593268
110.0,24.0,31.0,2.7863936627518315,178.63936627518316
110.0,24.0,32.0,3.2133141259897333,221.33141259897334
110.0,24.0,33.0,3.70219632899905,270.219632899905
110.0,24.0,34.0,4.261526681133118,326.1526681133118
110.0,25.0,28.0,1.5559170412538523,55.591704125385235
110.0,25.0,29.0,1.799428999078906,79.9428999078906
110.0,25.0,30.0,2.0790569165553623,107.90569165553623
110.0,25.0,31.0,2.399857958383309,139.98579583833092
110.0,25.0,32.0,2.767554915562837,176.75549155628372
110.0,25.0,33.0,3.1886181204099144,218.86181204099145
110.0,25.0,34.0,3.670356725718331,267.0356725718331
110.0,25.0,35.0,4.221020334247951,322.10203342479514
110.0,26.0,29.0,1.5513557054665557,55.135570546655565
110.0,26.0,30.0,1.7924334948135578,79.24334948135578
110.0,26.0,31.0,2.069008189794105,106.9008189794105
110.0,26.0,32.0,2.3860136246821413,138.60136246821412
110.0,26.0,33.0,2.749028117355049,174.90281173550488
110.0,26.0,34.0,3.164353164506822,216.43531645068222
110.0,26.0,35.0,3.6391010602684855,263.91010602684855
110.0,26.0,36.0,4.181292370063105,318.12923700631046
110.0,27.0,30.0,1.5468528334643967,54.685283346439675
110.0,27.0,31.0,1.785534130055382,78.5534130055382
110.0,27.0,32.0,2.059106765580795,105.9106765580795
110.0,27.0,33.0,2.3723847746140594,137.23847746140595
110.0,27.0,34.0,2.730806288078513,173.0806288078513
110.0,27.0,35.0,3.140509147272502,214.0509147272502
110.0,27.0,36.0,3.6084150228669634,260.8415022866963
110.0,27.0,37.0,4.142322919524938,314.2322919524938
110.0,28.0,31.0,1.5424074001075005,54.24074001075005
110.0,28.0,32.0,1.7787290981353179,77.87290981353179
110.0,28.0,33.0,2.0493496991589812,104.93496991589812
110.0,28.0,34.0,2.3589668526032312,135.89668526032312
110.0,28.0,35.0,2.7128826424102903,171.28826424102903
110.0,28.0,36.0,3.117076251998863,211.7076251998863
110.0,28.0,37.0,3.5782847368546236,257.82847368546237
110.0,28.0,38.0,4.104092737205763,310.40927372057627
110.0,29.0,32.0,1.5380184030486872,53.80184030486872
110.0,29.0,33.0,1.7720166353004805,77.20166353004805
110.0,29.0,34.0,2.039734119877538,103.97341198775378
110.0,29.0,35.0,2.3457554237530975,134.57554237530977
110.0,29.0,36.0,2.695250583299089,169.52505832990892
110.0,29.0,37.0,3.0940449461360084,209.40449461360083
110.0,29.0,38.0,3.548696743229822,254.86967432298223
110.0,29.0,39.0,4.066583178288776,306.6583178288776
110.0,30.0,33.0,1.5336848621214771,53.368486212147715
110.0,30.0,34.0,1.7653950194877193,76.53950194877193
110.0,30.0,35.0,2.0302572289562195,103.02572289562195
110.0,30.0,36.0,2.332746170031835,133.2746170031835
110.0,30.0,37.0,2.6779036957559934,167.79036957559933
110.0,30.0,38.0,3.071405971551993,207.14059715519932
110.0,30.0,39.0,3.5196379858148217,251.96379858148217
110.0,30.0,40.0,4.029776176523066,302.97761765230666
110.0,31.0,34.0,1.5294058187472512,52.940581874725126
110.0,31.0,35.0,1.7588625691378372,75.88625691378373
110.0,31.0,36.0,2.020916297329495,102.0916297329495
110.0,31.0,37.0,2.3199348865969065,131.99348865969066
110.0,31.0,38.0,2.6608357408812493,166.08357408812492
110.0,31.0,39.0,3.049150335176013,204.91503351760133
110.0,31.0,40.0,3.491095797025557,249.10957970255572
110.0,32.0,35.0,1.525180335360942,52.51803353609421
110.0,32.0,36.0,1.7524176420493514,75.24176420493514
110.0,32.0,37.0,2.0117086635653627,101.17086635653627
110.0,32.0,38.0,2.307317478253533,130.7317478253533
110.0,32.0,39.0,2.64404065011701,164.404065011701
110.0,32.0,40.0,3.0272693000082516,202.72693000082515
110.0,33.0,36.0,1.521007494854616,52.10074948546159
110.0,33.0,37.0,1.7460586342697353,74.60586342697353
110.0,33.0,38.0,2.0026317318562143,100.26317318562144
110.0,33.0,39.0,2.294889956041077,129.48899560410769
110.0,33.0,40.0,2.627512519715986,162.7512519715986
110.0,34.0,37.0,1.5168864000381428,51.68864000381428
110.0,34.0,38.0,1.7397839790231484,73.97839790231484
110.0,34.0,39.0,1.9936829700789271,99.36829700789272
110.0,34.0,40.0,2.282648433942237,128.26484339422367
110.0,35.0,38.0,1.5128161731166654,51.28161731166654
110.0,35.0,39.0,1.7335921456732417,73.35921456732417
110.0,35.0,40.0,1.9848599079215326,98.48599079215326
110.0,36.0,39.0,1.5087959551839234,50.87959551839234
110.0,36.0,40.0,1.7274816387194294,72.74816387194294
110.0,37.0,40.0,1.5048249057311336,50.48249057311336
120.0,15.0,18.0,1.6755267183259297,67.55267183259296
120.0,15.0,19.0,1.9853884000231683,98.53884000231683
120.0,15.0,20.0,2.3498320798025105,134.98320798025105
120.0,15.0,21.0,2.7779890555476725,177.79890555476726
120.0,15.0,22.0,3.2804365657511423,228.04365657511423
120.0,15.0,23.0,3.869413652433537,286.94136524335374
120.0,15.0,24.0,4.559067262085222,355.9067262085222
120.0,15.0,25.0,5.365732536147758,436.57325361477575
120.0,16.0,19.0,1.6695966154226034,66.95966154226033
120.0,16.0,20.0,1.9760726350591886,97.60726350591887
120.0,16.0,21.0,2.3361278451960854,133.61278451960854
120.0,16.0,22.0,2.7586570905837577,175.86570905837578
120.0,16.0,23.0,3.2539526964586165,225.39526964586165
120.0,16.0,24.0,3.8339114251763813,283.3911425176381
120.0,16.0,25.0,4.51227018426757,351.227018426757
120.0,16.0,26.0,5.304874211109363,430.4874211109363
120.0,17.0,20.0,1.663748075030344,66.37480750303439
120.0,17.0,21.0,1.9668954149316251,96.68954149316251
120.0,17.0,22.0,2.3226425702666855,132.26425702666856
120.0,17.0,23.0,2.739655131558797,173.9655131558797
120.0,17.0,24.0,3.2279495400648517,222.79495400648517
120.0,17.0,25.0,3.7990915414235884,279.90915414235883
120.0,17.0,26.0,4.466421982887767,346.64219828877674
120.0,17.0,27.0,5.245313466793703,424.53134667937024
120.0,18.0,21.0,1.6579795625839058,65.79795625839057
120.0,18.0,22.0,1.957853927288445,95.7853927288445
120.0,18.0,23.0,2.3093715009806512,130.93715009806513
120.0,18.0,24.0,2.72097556679987,172.09755667998698
120.0,18.0,25.0,3.202415382255931,220.2415382255931
120.0,18.0,26.0,3.76493651329236,276.493651329236
120.0,18.0,27.0,4.4214971783806885,342.14971783806885
120.0,18.0,28.0,5.187013915650752,418.7013915650752
120.0,19.0,22.0,1.6522895800705097,65.22895800705098
120.0,19.0,23.0,1.9489454317293198,94.89454317293198
120.0,19.0,24.0,2.2963100127068437,129.63100127068435
120.0,19.0,25.0,2.7026110035120294,170.26110035120294
120.0,19.0,26.0,3.1773388626369545,217.73388626369547
120.0,19.0,27.0,3.7314294055979684,273.14294055979684
120.0,19.0,28.0,4.377471130535374,337.7471130535374
120.0,19.0,29.0,5.129940415789818,412.9940415789818
120.0,20.0,23.0,1.6466766649805624,64.66766649805624
120.0,20.0,24.0,1.940167257597566,94.0167257597566
120.0,20.0,25.0,2.283453606012016,128.34536060120158
120.0,20.0,26.0,2.684554260299479,168.45542602994792
120.0,20.0,27.0,3.152708962081316,215.2708962081316
120.0,20.0,28.0,3.698553815271626,269.8553815271626
120.0,20.0,29.0,4.334320006038523,333.4320006038523
120.0,20.0,30.0,5.074059021103285,407.40590211032855
120.0,21.0,24.0,1.6411393892933877,64.11393892933876
120.0,21.0,25.0,1.9315168018507258,93.15168018507258
120.0,21.0,26.0,2.2707979026139693,127.07979026139694
120.0,21.0,27.0,2.6667983599809473,166.67983599809472
120.0,21.0,28.0,3.1285149905991387,212.85149905991386
120.0,21.0,29.0,3.666293851654936,266.6293851654936
120.0,21.0,30.0,4.292020747450067,329.2020747450067
120.0,21.0,31.0,5.019336933662736,401.9336933662736
120.0,22.0,25.0,1.6356763584968554,63.567635849685544
120.0,22.0,26.0,1.9229915270066429,92.2991527006643
120.0,22.0,27.0,2.2583386414860365,125.83386414860365
120.0,22.0,28.0,2.649336522686641,164.9336522686641
120.0,22.0,29.0,3.104746575700673,210.47465757006728
120.0,22.0,30.0,3.6346341176299197,263.463411762992
120.0,22.0,31.0,4.250551043540306,325.0551043540306
120.0,22.0,32.0,4.9657424582717375,396.57424582717374
120.0,23.0,26.0,1.6302862106393958,63.02862106393958
120.0,23.0,27.0,1.9145889591618952,91.45889591618952
120.0,23.0,28.0,2.246071675106469,124.60716751064692
120.0,23.0,29.0,2.632162159223703,163.21621592237028
120.0,23.0,30.0,3.0813936512321813,208.13936512321814
120.0,23.0,31.0,3.603559691544453,260.3559691544453
120.0,23.0,32.0,4.2098893009209934,320.98893009209934
120.0,23.0,33.0,4.913244959066633,391.3244959066633
120.0,24.0,27.0,1.6249676154133192,62.49676154133192
120.0,24.0,28.0,1.9063066860799425,90.63066860799425
120.0,24.0,29.0,2.233992965846431,123.39929658464311
120.0,24.0,30.0,2.615268864698963,161.5268864698963
120.0,24.0,31.0,3.05844644666281,205.844644666281
120.0,24.0,32.0,3.5730561098953726,257.3056109895373
120.0,24.0,33.0,4.170014616908126,317.00146169081256
120.0,24.0,34.0,4.861814818062125,386.18148180621245
120.0,25.0,28.0,1.6197192732682848,61.97192732682848
120.0,25.0,29.0,1.8981423553458066,89.81423553458066
120.0,25.0,30.0,2.2220985824910104,122.20985824910105
120.0,25.0,31.0,2.5986504123874803,159.86504123874803
120.0,25.0,32.0,3.035895476801491,203.5895476801491
120.0,25.0,33.0,3.543109350733982,254.3109350733982
120.0,25.0,34.0,4.130906753555984,313.0906753555984
120.0,25.0,35.0,4.8114233955438115,381.1423395543811
120.0,26.0,29.0,1.6145399145536368,61.45399145536368
120.0,26.0,30.0,1.8900936725850506,89.00936725850505
120.0,26.0,31.0,2.210384696887758,121.0384696887758
120.0,26.0,32.0,2.5823007478360998,158.23007478360998
120.0,26.0,33.0,3.0137315319251003,201.37315319251005
120.0,26.0,34.0,3.5137058177600466,251.37058177600466
120.0,26.0,35.0,4.092546112805877,309.2546112805877
120.0,26.0,36.0,4.762042992216855,376.20429922168546
120.0,27.0,30.0,1.6094282986887434,60.94282986887434
120.0,27.0,31.0,1.8821583997444022,88.21583997444023
120.0,27.0,32.0,2.198847580717199,119.8847580717199
120.0,27.0,33.0,2.5662139831921884,156.62139831921883
120.0,27.0,34.0,2.991945668299054,199.19456682990543
120.0,27.0,35.0,3.4848323250719777,248.48323250719778
120.0,27.0,36.0,4.054913712696614,305.4913712696614
120.0,27.0,37.0,4.713646813022681,371.3646813022681
120.0,28.0,31.0,1.6043832133601148,60.438321336011484
120.0,28.0,32.0,1.8743343534312786,87.43343534312787
120.0,28.0,33.0,2.1874836023804685,118.74836023804684
120.0,28.0,34.0,2.550384391747467,155.0384391747467
120.0,28.0,35.0,2.970529199072427,197.0529199072427
120.0,28.0,36.0,3.456476082543134,245.6476082543134
120.0,28.0,37.0,4.017991164584758,301.7991164584758
120.0,28.0,38.0,4.66620893254209,366.62089325420897
120.0,29.0,32.0,1.5994034737444163,59.94034737444163
120.0,29.0,33.0,1.866619403310503,86.6619403310503
120.0,29.0,34.0,2.1762892239994343,117.62892239994342
120.0,29.0,35.0,2.5348064026879893,153.48064026879894
120.0,29.0,36.0,2.9494736855318875,194.94736855318874
120.0,29.0,37.0,3.428624681795255,242.8624681795255
120.0,29.0,38.0,3.9817606513280364,298.1760651328036
120.0,29.0,39.0,4.619704261907335,361.9704261907335
120.0,30.0,33.0,1.5944879217564218,59.44879217564218
120.0,30.0,34.0,1.8590114705555352,85.90114705555352
120.0,30.0,35.0,2.1652609985242526,116.52609985242526
120.0,30.0,36.0,2.5194745960415204,151.94745960415204
120.0,30.0,37.0,2.9287709286975074,192.87709286975075
120.0,30.0,38.0,3.401266082741686,240.1266082741686
120.0,30.0,39.0,3.9462049063853026,294.62049063853027
120.0,30.0,40.0,4.574108517148847,357.4108517148847
120.0,31.0,34.0,1.5896354253209302,58.963542532093015
120.0,31.0,35.0,1.8515085263520963,85.15085263520963
120.0,31.0,36.0,2.154395566944457,115.43955669444573
120.0,31.0,37.0,2.5043836978135294,150.43836978135295
120.0,31.0,38.0,2.908412961246016,190.8412961246016
120.0,31.0,39.0,3.374388600674287,237.4388600674287
120.0,31.0,40.0,3.911307193790003,291.1307193790003
120.0,32.0,35.0,1.584844877667841,58.4844877667841
120.0,32.0,36.0,1.8441085904526497,84.41085904526497
120.0,32.0,37.0,2.143689655599152,114.36896555991521
120.0,32.0,38.0,2.48952857530452,148.952857530452
120.0,32.0,39.0,2.8883920397471647,188.83920397471647
120.0,32.0,40.0,3.347980893869593,234.7980893869593
120.0,33.0,36.0,1.5801151966495748,58.011519664957476
120.0,33.0,37.0,1.836809729779135,83.6809729779135
120.0,33.0,38.0,2.133140073582365,113.31400735823651
120.0,33.0,39.0,2.4749042326004744,147.49042326004744
120.0,33.0,40.0,2.8687006371990567,186.87006371990566
120.0,34.0,37.0,1.5754453240798414,57.544532407984136
120.0,34.0,38.0,1.829610057072576,82.9610057072576
120.0,34.0,39.0,2.1227437102397455,112.27437102397455
120.0,34.0,40.0,2.460505806229345,146.0505806229345
120.0,35.0,38.0,1.570834225093345,57.08342250933449
120.0,35.0,39.0,1.8225077295877326,82.25077295877325
120.0,35.0,40.0,2.112497532753031,111.24975327530309
120.0,36.0,39.0,1.5662808875252774,56.62808875252774
120.0,36.0,40.0,1.8155009478307385,81.55009478307385
120.0,37.0,40.0,1.5617843213101883,56.17843213101883
